ID number,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
7344,March 17 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
7690,April 23 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
8498,July 05 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
8990,August 13 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
12127,July 16 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
20142,March 15 2021,DOG,UNKNOWN,UNKNOWN,MALE,FALSE,Manhattan,10036
20195,March 22 2021,DOG,UNKNOWN,UNKNOWN,MALE,FALSE,Manhattan,10036
22133,October 23 2021,DOG,TERRIER MIX,UNKNOWN,MALE,FALSE,Manhattan,10036
22134,October 23 2021,DOG,TERRIER MIX,UNKNOWN,MALE,FALSE,Manhattan,10036
7498,April 04 2017,DOG,SHEPERD,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
11246,May 02 2018,DOG,"POODLE, MINIATURE",UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
13724,January 12 2019,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
13917,February 11 2019,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
2014,July 28 2015,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
2254,August 17 2015,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
10576,February 12 2018,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
5720,August 27 2016,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
15946,August 22 2019,DOG,LABRADOR RETRIEVER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
11949,July 01 2018,DOG,JACK RUSSELL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
14726,May 08 2019,DOG,GOLDEN RETRIEVER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
20727,May 21 2021,DOG,COTON DE TULEAR MIX,UNKNOWN,MALE,FALSE,Manhattan,10036
17663,February 29 2020,DOG,CORGI,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
2771,October 07 2015,DOG,BEAGLE,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10036
13368,November 22 2018,DOG,CORGI,4m,MALE,FALSE,Manhattan,10036
20086,March 08 2021,DOG,UNKNOWN,10,MALE,TRUE,Manhattan,10036
6814,January 09 2017,DOG,YORKSHIRE TERRIER,7,MALE,FALSE,Manhattan,10036
11875,June 25 2018,DOG,COCKER SPANIEL MIX,7,MALE,TRUE,Manhattan,10036
3166,November 19 2015,DOG,BULLDOG,7,MALE,TRUE,Manhattan,10036
12943,September 29 2018,DOG,PIT BULL,6,FEMALE,TRUE,Manhattan,10036
22422,November 25 2021,DOG,UNKNOWN,5,MALE,FALSE,Manhattan,10036
22423,November 25 2021,DOG,UNKNOWN,5,MALE,FALSE,Manhattan,10036
22064,October 13 2021,DOG,WHEATEN TERRIER,4,MALE,TRUE,Manhattan,10036
4267,April 04 2016,DOG,VIZSLA,4,FEMALE,TRUE,Manhattan,10036
469,March 08 2015,DOG,UNKNOWN,4,MALE,TRUE,Manhattan,10036
6314,November 01 2016,DOG,PIT BULL,4,MALE,FALSE,Manhattan,10036
15967,August 23 2019,DOG,PIT BULL,3,MALE,FALSE,Manhattan,10036
19415,November 13 2020,DOG,PIT BULL,3,MALE,TRUE,Manhattan,10036
10833,March 17 2018,DOG,MIXED BREED,3,MALE,FALSE,Manhattan,10036
18632,August 04 2020,DOG,UNKNOWN,2,FEMALE,FALSE,Manhattan,10036
5774,September 02 2016,DOG,PIT BULL,2,FEMALE,TRUE,Manhattan,10036
10045,December 03 2017,DOG,MIXED BREED,2,FEMALE,FALSE,Manhattan,10036
10046,December 03 2017,DOG,MIXED BREED,2,FEMALE,FALSE,Manhattan,10036
10925,March 28 2018,DOG,MIXED BREED,2,MALE,FALSE,Manhattan,10036
6487,November 24 2016,DOG,CORGI MIX,2,FEMALE,FALSE,Manhattan,10036
1517,June 17 2015,DOG,BULLDOG,2,FEMALE,TRUE,Manhattan,10036
9114,August 25 2017,DOG,PIT BULL MIX,1,MALE,TRUE,Manhattan,10036
10893,March 24 2018,DOG,MIXED BREED,1,MALE,FALSE,Manhattan,10036
6416,November 15 2016,DOG,ENGLISH BULLDOG,1,MALE,TRUE,Manhattan,10036
9675,October 21 2017,DOG,DOBERMAN PINSCHER,1,MALE,FALSE,Manhattan,10036
5238,July 10 2016,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
6552,December 01 2016,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
8547,July 09 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
11520,May 28 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
17892,April 12 2020,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
3898,February 14 2016,DOG,SPITZ,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
1285,May 29 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
10504,February 01 2018,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
17880,April 09 2020,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
18770,August 20 2020,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
11725,June 14 2018,DOG,JACK RUSSELL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
16062,September 01 2019,DOG,GOLDEN RETRIEVER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
1293,May 30 2015,DOG,CHIHUAHUA,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
6872,January 16 2017,DOG,BEAGLE,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
12848,September 20 2018,DOG,AKITA,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10037
19615,December 10 2020,DOG,COCKER SPANIEL,15,MALE,FALSE,Manhattan,10037
11059,April 12 2018,DOG,MIXED BREED,11,MALE,FALSE,Manhattan,10037
5525,August 08 2016,DOG,JACK RUSSELL,11,MALE,TRUE,Manhattan,10037
8139,June 06 2017,DOG,PIT BULL,10,MALE,TRUE,Manhattan,10037
10021,November 29 2017,DOG,LHASA APSO,8,FEMALE,TRUE,Manhattan,10037
9126,August 27 2017,DOG,GERMAN SHEPHERD,8,FEMALE,TRUE,Manhattan,10037
15796,August 07 2019,DOG,PIT BULL MIX,7,MALE,TRUE,Manhattan,10037
1062,May 09 2015,DOG,CHIHUAHUA,4,FEMALE,FALSE,Manhattan,10037
9320,September 14 2017,DOG,TERRIER MIX,3,FEMALE,TRUE,Manhattan,10037
3860,February 09 2016,DOG,SHIH TZU,2,MALE,FALSE,Manhattan,10037
10181,December 19 2017,DOG,MIXED BREED,2,FEMALE,FALSE,Manhattan,10037
7511,April 06 2017,DOG,AMERICAN STAFFORDSHIRE TERRIER,2,MALE,FALSE,Manhattan,10037
16860,November 22 2019,DOG,UNKNOWN,1,MALE,FALSE,Manhattan,10037
9245,September 06 2017,DOG,PIT BULL MIX,1,MALE,FALSE,Manhattan,10037
14398,April 07 2019,DOG,MIXED BREED,1,MALE,FALSE,Manhattan,10037
6364,November 06 2016,DOG,YORKSHIRE TERRIER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
15364,June 30 2019,DOG,YORKSHIRE TERRIER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
9302,September 12 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
11116,April 17 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
11537,May 30 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
13323,November 15 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
14568,April 23 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
14690,May 04 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
18359,June 28 2020,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
20149,March 16 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
21023,June 19 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
19738,January 01 2021,DOG,POMERANIAN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
2757,October 05 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
6076,October 03 2016,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
12745,September 09 2018,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
20305,April 05 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
20306,April 05 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
20635,May 12 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
3706,January 19 2016,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
15734,August 02 2019,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
5021,June 20 2016,DOG,GOLDEN RETRIEVER MIX,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
6228,October 21 2016,DOG,GOLDEN RETRIEVER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
8014,May 27 2017,DOG,DACHSHUND SMOOTH COAT,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
11200,April 28 2018,DOG,CHIHUAHUA,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
11840,June 23 2018,DOG,CHIHUAHUA,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
1518,June 17 2015,DOG,BULLDOG,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
14088,March 04 2019,DOG,BULLDOG,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
21958,September 29 2021,DOG,AUSTRALIAN SHEPHERD,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10038
3246,November 28 2015,DOG,MALTESE,6m,MALE,FALSE,Manhattan,10038
14928,May 26 2019,DOG,TERRIER MIX,20,MALE,FALSE,Manhattan,10038
8150,June 07 2017,DOG,TERRIER MIX,8,MALE,TRUE,Manhattan,10038
19098,September 28 2020,DOG,POMERANIAN,8,FEMALE,TRUE,Manhattan,10038
11391,May 17 2018,DOG,BEAGLE,7,MALE,TRUE,Manhattan,10038
3602,January 05 2016,DOG,TERRIER MIX,6,MALE,TRUE,Manhattan,10038
5880,September 11 2016,DOG,MALTESE,6,MALE,FALSE,Manhattan,10038
2978,October 31 2015,DOG,CHIHUAHUA,6,MALE,FALSE,Manhattan,10038
9641,October 16 2017,DOG,BRUSSELS GRIFFON,6,MALE,TRUE,Manhattan,10038
284,February 11 2015,DOG,PIT BULL,5,MALE,FALSE,Manhattan,10038
21917,September 23 2021,DOG,MINIATURE AUSTRALIAN SHEPERD,4,MALE,TRUE,Manhattan,10038
11105,April 16 2018,DOG,TERRIER MIX,3,MALE,TRUE,Manhattan,10038
427,March 03 2015,DOG,STAFFORDSHIRE MIX,3,MALE,FALSE,Manhattan,10038
428,March 03 2015,DOG,STAFFORDSHIRE MIX,3,MALE,FALSE,Manhattan,10038
429,March 03 2015,DOG,STAFFORDSHIRE MIX,3,MALE,FALSE,Manhattan,10038
430,March 03 2015,DOG,STAFFORDSHIRE MIX,3,MALE,FALSE,Manhattan,10038
12756,September 10 2018,DOG,MIXED BREED,3,MALE,FALSE,Manhattan,10038
20009,February 22 2021,DOG,UNKNOWN,2,FEMALE,TRUE,Manhattan,10038
16764,November 12 2019,DOG,PIT BULL,2,MALE,TRUE,Manhattan,10038
14397,April 07 2019,DOG,MIXED BREED,1,MALE,FALSE,Manhattan,10038
21761,September 02 2021,DOG,LAB MIX,1,MALE,FALSE,Manhattan,10038
3073,November 07 2015,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
8824,July 31 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
9230,September 04 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
11186,April 26 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
13441,November 30 2018,DOG,UNKNOWN,UNKNOWN,MALE,TRUE,Manhattan,10039
20430,April 18 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Bronx,10039
20576,May 06 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
20951,June 14 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
21492,August 04 2021,DOG,UNKNOWN,UNKNOWN,MALE,FALSE,Manhattan,10039
21150,July 03 2021,DOG,POINTER,UNKNOWN,MALE,FALSE,Manhattan,10039
300,February 14 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
545,March 17 2015,DOG,PIT BULL,UNKNOWN,FEMALE,FALSE,Manhattan,10039
668,April 02 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
7234,March 03 2017,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
12494,August 16 2018,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
14682,May 04 2019,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
17566,February 18 2020,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
19681,December 21 2020,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
21520,August 07 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
21862,September 15 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
10494,January 31 2018,DOG,LAB MIX,UNKNOWN,FEMALE,FALSE,Manhattan,10039
16805,November 17 2019,DOG,CHIHUAHUA,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10039
7748,April 30 2017,DOG,BRUSSELS GRIFFON,UNKNOWN,MALE,FALSE,Manhattan,10039
17429,February 01 2020,DOG,MIXED BREED,8m,FEMALE,FALSE,Manhattan,10039
7927,May 19 2017,DOG,LABRADOR RETRIEVER,4m,MALE,FALSE,Manhattan,10039
7499,April 04 2017,DOG,TIBETAN TERRIER,8,MALE,TRUE,Manhattan,10039
10099,December 09 2017,DOG,MIXED BREED,8,MALE,FALSE,Manhattan,10039
14031,February 24 2019,DOG,SHIH TZU,7,MALE,FALSE,Manhattan,10039
2020,July 28 2015,DOG,PIT BULL MIX,7,MALE,FALSE,Manhattan,10039
17723,March 06 2020,DOG,SHIH TZU MIX,6,MALE,FALSE,Manhattan,10039
6400,November 12 2016,DOG,PIT BULL,6,FEMALE,FALSE,Manhattan,10039
869,April 22 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,6,FEMALE,FALSE,Manhattan,10039
19984,February 17 2021,DOG,UNKNOWN,5,MALE,FALSE,Manhattan,10039
20266,March 31 2021,DOG,UNKNOWN,5,FEMALE,FALSE,Manhattan,10039
6588,December 06 2016,DOG,PIT BULL MIX,5,MALE,TRUE,Manhattan,10039
6589,December 06 2016,DOG,PIT BULL MIX,5,MALE,TRUE,Manhattan,10039
15059,June 05 2019,DOG,PIT BULL,5,MALE,TRUE,Manhattan,10039
12704,September 04 2018,DOG,MIXED BREED,5,MALE,FALSE,Manhattan,10039
6921,January 23 2017,DOG,SHEPHERD MIX,4,FEMALE,TRUE,Manhattan,10039
8593,July 13 2017,DOG,PIT BULL MIX,4,MALE,FALSE,Manhattan,10039
4887,June 04 2016,DOG,SHIH TZU,3,MALE,TRUE,Manhattan,10039
1697,July 02 2015,DOG,PIT BULL,3,MALE,TRUE,Manhattan,10039
5867,September 10 2016,DOG,PIT BULL,3,MALE,FALSE,Manhattan,10039
12060,July 10 2018,DOG,PIT BULL,3,MALE,FALSE,Manhattan,10039
14300,March 30 2019,DOG,MIXED BREED,3,FEMALE,FALSE,Manhattan,10039
14301,March 30 2019,DOG,MIXED BREED,3,FEMALE,FALSE,Manhattan,10039
793,April 15 2015,DOG,MALTESE MIX,3,MALE,FALSE,Manhattan,10039
19127,October 02 2020,DOG,UNKNOWN,2,MALE,FALSE,Manhattan,10039
19309,October 27 2020,DOG,PIT BULL,2,MALE,TRUE,Manhattan,10039
10636,February 21 2018,DOG,MIXED BREED,2,MALE,FALSE,Manhattan,10039
7061,February 09 2017,DOG,STAFFORDSHIRE BULL TERRIER,1,MALE,FALSE,Manhattan,10039
6897,January 19 2017,DOG,PIT BULL,1,FEMALE,FALSE,Manhattan,10039
15080,June 07 2019,DOG,MALTESE,1,MALE,FALSE,Manhattan,10039
1836,July 13 2015,DOG,BULLDOG,1,MALE,TRUE,Manhattan,10039
3196,November 22 2015,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
3569,January 01 2016,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
6812,January 09 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
12451,August 11 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
14932,May 26 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
15092,June 07 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
16287,September 21 2019,DOG,UNKNOWN,UNKNOWN,MALE,FALSE,Manhattan,10040
17518,February 12 2020,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
22231,November 03 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
7809,May 06 2017,DOG,SHIH TZU,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
7810,May 06 2017,DOG,SHIH TZU,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
3730,January 22 2016,DOG,"POODLE, STANDARD",UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
128,January 20 2015,DOG,PIT BULL,UNKNOWN,MALE,FALSE,Manhattan,10040
3139,November 15 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
9626,October 14 2017,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
12907,September 25 2018,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
13897,February 08 2019,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
15777,August 05 2019,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
20093,March 09 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
20383,April 13 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
20616,May 10 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
20618,May 10 2021,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
20989,June 17 2021,DOG,PIT BULL,UNKNOWN,FEMALE,FALSE,Manhattan,10040
8159,June 08 2017,DOG,MIXED BREED,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
13615,December 27 2018,DOG,MALTESE,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
15646,July 25 2019,DOG,MALTESE,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
11500,May 27 2018,DOG,CHIHUAHUA,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10040
19767,January 08 2021,DOG,GOLDEN RETRIEVER,12,FEMALE,TRUE,Manhattan,10040
8340,June 24 2017,DOG,GREYHOUND,11,MALE,FALSE,Manhattan,10040
19138,October 04 2020,DOG,CHIHUAHUA,11,FEMALE,FALSE,Manhattan,10040
9313,September 13 2017,DOG,UNKNOWN,10,FEMALE,FALSE,Manhattan,10040
11018,April 07 2018,DOG,PIT BULL,10,FEMALE,TRUE,Manhattan,10040
12030,July 07 2018,DOG,MALTESE MIX,10,MALE,TRUE,Manhattan,10040
14734,May 08 2019,DOG,SHIH TZU,9,MALE,FALSE,Manhattan,10040
7952,May 21 2017,DOG,PIT BULL,9,MALE,TRUE,Manhattan,10040
16559,October 20 2019,DOG,CORGI,9,FEMALE,TRUE,Manhattan,10040
4613,May 08 2016,DOG,MALTESE,8,MALE,FALSE,Manhattan,10040
17065,December 18 2019,DOG,LABRADOR RETRIEVER,8,MALE,TRUE,Manhattan,10040
7750,April 30 2017,DOG,GOLDEN RETRIEVER MIX,8,MALE,TRUE,Manhattan,10040
8826,August 01 2017,DOG,BORDER COLLIE MIX,8,FEMALE,TRUE,Manhattan,10040
20934,June 12 2021,DOG,SHIH TZU MIX,6,MALE,FALSE,Manhattan,10040
12418,August 08 2018,DOG,YORKSHIRE TERRIER MIX,5,MALE,TRUE,Manhattan,10040
7745,April 29 2017,DOG,YORKSHIRE TERRIER,5,FEMALE,FALSE,Manhattan,10040
22632,December 25 2021,DOG,POODLE MIX,5,FEMALE,FALSE,Manhattan,10040
10342,January 08 2018,DOG,PIT BULL MIX,5,FEMALE,TRUE,Manhattan,10040
19496,November 24 2020,DOG,YORKSHIRE TERRIER,4,MALE,FALSE,Manhattan,10040
12663,August 31 2018,DOG,BOSTON TERRIER,4,FEMALE,FALSE,Manhattan,10040
18980,September 13 2020,DOG,UNKNOWN,3,MALE,TRUE,Manhattan,10040
11683,June 11 2018,DOG,SHERLYN SHEPHERD,3,MALE,TRUE,Manhattan,10040
18804,August 23 2020,DOG,UNKNOWN,2,MALE,FALSE,Manhattan,10040
8917,August 08 2017,DOG,SIBERIAN HUSKY,2,MALE,TRUE,Manhattan,10040
8256,June 16 2017,DOG,"SCHNAUZER, GIANT",2,MALE,TRUE,Manhattan,10040
13050,October 10 2018,DOG,MIXED BREED,2,MALE,FALSE,Manhattan,10040
16166,September 11 2019,DOG,LAB MIX,2,MALE,TRUE,Manhattan,10040
3517,December 27 2015,DOG,PIT BULL MIX,1,MALE,FALSE,Manhattan,10040
15116,June 09 2019,DOG,PIT BULL,1,MALE,FALSE,Manhattan,10040
12718,September 06 2018,DOG,MIXED BREED,1,MALE,FALSE,Manhattan,10040
14396,April 07 2019,DOG,LAB MIX,1,MALE,TRUE,Manhattan,10040
14502,April 19 2019,DOG,GOLDEN RETRIEVER,1,MALE,TRUE,Manhattan,10040
608,March 25 2015,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10044
2995,November 01 2015,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,TRUE,Manhattan,10044
11458,May 23 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10044
18629,August 04 2020,DOG,COLLIE,7m,MALE,FALSE,Manhattan,10044
15365,July 01 2019,DOG,GERMAN SHEPHERD,9,MALE,FALSE,Manhattan,10044
3375,December 11 2015,DOG,PIT BULL MIX,5,MALE,TRUE,Manhattan,10044
1399,June 07 2015,DOG,MIXED BREED,5,MALE,TRUE,Manhattan,10044
18490,July 16 2020,DOG,PITBULL MIX,4,MALE,TRUE,Manhattan,10044
12918,September 26 2018,DOG,PIT BULL,3,FEMALE,FALSE,Manhattan,10044
338,February 19 2015,DOG,PITBULL MIX,2,MALE,FALSE,Manhattan,10044
3585,January 03 2016,DOG,PEKINGESE,2,MALE,FALSE,Manhattan,10044
9597,October 11 2017,DOG,COTON DE TULEAR,2,MALE,TRUE,Manhattan,10044
2406,August 30 2015,DOG,PIT BULL MIX,1,MALE,FALSE,Manhattan,10044
2407,August 30 2015,DOG,PIT BULL MIX,1,MALE,FALSE,Manhattan,10044
16613,October 26 2019,DOG,SIBERIAN HUSKY,2,FEMALE,FALSE,Other,10050
3842,February 07 2016,DOG,DACHSHUND SMOOTH COAT,12,FEMALE,TRUE,Manhattan,10062
14393,April 06 2019,DOG,YORKSHIRE TERRIER,UNKNOWN,NOT KNOWN,TRUE,Manhattan,10065
8109,June 03 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
10137,December 13 2017,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
10290,January 01 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
11487,May 25 2018,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
13868,February 03 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
14355,April 03 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
14655,May 01 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
16225,September 16 2019,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
19220,October 16 2020,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
20564,May 04 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
21637,August 19 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
21804,September 07 2021,DOG,UNKNOWN,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
22576,December 16 2021,DOG,TERRIER MIX,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
10938,March 29 2018,DOG,ST BERNARD,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
17620,February 23 2020,DOG,SHIH TZU,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
19568,December 03 2020,DOG,SHIH TZU,UNKNOWN,MALE,FALSE,Manhattan,10065
2877,October 19 2015,DOG,"SCHNAUZER, STANDARD",UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
2334,August 24 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
2431,September 01 2015,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
10281,January 01 2018,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
11124,April 18 2018,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
14717,May 07 2019,DOG,PIT BULL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
18444,July 11 2020,DOG,PEKINGESE,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
2827,October 13 2015,DOG,MIXED BREED,UNKNOWN,MALE,FALSE,Manhattan,10065
12202,July 23 2018,DOG,MIXED BREED,UNKNOWN,MALE,FALSE,Manhattan,10065
14343,April 03 2019,DOG,LABRADOR RETRIEVER,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
7633,April 18 2017,DOG,LAB MIX,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
8510,July 07 2017,DOG,JACK RUSSELL,UNKNOWN,NOT KNOWN,FALSE,Manhattan,10065
